0 ('/setup.py', 'module_initializer', '__metaclass__')
10633 ('/lib/ansible/template/__init__.py', '_finalize', 'self')
10634 ('/lib/ansible/template/__init__.py', '_finalize', '_finalize_ret')
10635 ('/lib/ansible/template/__init__.py', '_fail_lookup', 'self')
10636 ('/lib/ansible/template/__init__.py', '_now_datetime', 'self')
10637 ('/lib/ansible/template/__init__.py', '_query_lookup', 'self')
10638 ('/lib/ansible/template/__init__.py', '_lookup', 'self')
10639 ('/lib/ansible/template/template.py', 'new_context', 'self')
10640 ('/lib/ansible/utils/vars.py', '_isidentifier_PY3', '_isidentifier_PY3_ret')
10641 ('/lib/ansible/utils/vars.py', '_isidentifier_PY2', '_isidentifier_PY2_ret')
10642 ('/lib/ansible/utils/py3compat.py', '__delitem__', 'self')
10643 ('/lib/ansible/utils/py3compat.py', '__getitem__', 'self')
10644 ('/lib/ansible/utils/py3compat.py', '__setitem__', 'self')
10645 ('/lib/ansible/utils/py3compat.py', '__iter__', 'self')
10646 ('/lib/ansible/utils/py3compat.py', '__len__', 'self')
10647 ('/lib/ansible/utils/py3compat.py', '__len__', '__len___ret')
10648 ('/lib/ansible/utils/version.py', '__repr__', 'self')
10649 ('/lib/ansible/utils/version.py', '__eq__', 'self')
10650 ('/lib/ansible/utils/version.py', '__eq__', '__eq___ret')
10651 ('/lib/ansible/utils/version.py', '__ne__', 'self')
10652 ('/lib/ansible/utils/version.py', '__lt__', 'self')
10653 ('/lib/ansible/utils/version.py', '__lt__', '__lt___ret')
10654 ('/lib/ansible/utils/version.py', '__le__', 'self')
10655 ('/lib/ansible/utils/version.py', '__gt__', 'self')
10656 ('/lib/ansible/utils/version.py', '__ge__', 'self')
10657 ('/lib/ansible/utils/version.py', 'from_loose_version', 'extra_idx')
10658 ('/lib/ansible/utils/version.py', 'core', 'self')
10659 ('/lib/ansible/utils/version.py', 'core', 'core_ret')
10660 ('/lib/ansible/utils/version.py', 'is_prerelease', 'self')
10661 ('/lib/ansible/utils/version.py', 'is_prerelease', 'is_prerelease_ret')
10662 ('/lib/ansible/utils/version.py', 'is_stable', 'self')
10663 ('/lib/ansible/utils/version.py', '_cmp', 'self')
10664 ('/lib/ansible/utils/version.py', '_cmp', '_cmp_ret')
10665 ('/lib/ansible/utils/version.py', '__le__', '__le___ret')
10666 ('/lib/ansible/utils/version.py', '__gt__', '__gt___ret')
10667 ('/lib/ansible/utils/version.py', '__ge__', '__ge___ret')
10668 ('/lib/ansible/utils/display.py', 'initialize_locale', '_LOCALE_INITIALIZED')
10669 ('/lib/ansible/utils/display.py', 'get_text_width', 'width')
10670 ('/lib/ansible/utils/display.py', 'get_text_width', 'counter')
10671 ('/lib/ansible/utils/display.py', 'get_text_width', 'w')
10672 ('/lib/ansible/utils/display.py', 'filter', 'self')
10673 ('/lib/ansible/utils/display.py', 'filter', 'filter_ret')
10674 ('/lib/ansible/utils/display.py', 'v', 'self')
10675 ('/lib/ansible/utils/display.py', 'vvvv', 'self')
10676 ('/lib/ansible/utils/display.py', 'vvvvv', 'self')
10677 ('/lib/ansible/utils/display.py', 'vvvvvv', 'self')
10678 ('/lib/ansible/utils/display.py', 'system_warning', 'self')
10679 ('/lib/ansible/utils/display.py', 'banner', 'self')
10680 ('/lib/ansible/utils/display.py', 'banner', 'star_len')
10681 ('/lib/ansible/utils/display.py', 'banner_cowsay', 'self')
10682 ('/lib/ansible/utils/display.py', 'banner_cowsay', 'msg')
10683 ('/lib/ansible/utils/display.py', 'banner_cowsay', 'runcmd')
10684 ('/lib/ansible/utils/display.py', 'error', 'self')
10685 ('/lib/ansible/utils/display.py', 'do_var_prompt', 'self')
10686 ('/lib/ansible/utils/jsonrpc.py', 'handle_request', 'self')
10687 ('/lib/ansible/utils/jsonrpc.py', 'register', 'self')
10688 ('/lib/ansible/utils/jsonrpc.py', 'header', 'self')
10689 ('/lib/ansible/utils/jsonrpc.py', 'header', 'header_ret')
10690 ('/lib/ansible/utils/jsonrpc.py', 'response', 'self')
10691 ('/lib/ansible/utils/jsonrpc.py', 'error', 'self')
10692 ('/lib/ansible/utils/jsonrpc.py', 'error', 'error')
10693 ('/lib/ansible/utils/jsonrpc.py', 'parse_error', 'self')
10694 ('/lib/ansible/utils/jsonrpc.py', 'method_not_found', 'self')
10695 ('/lib/ansible/utils/jsonrpc.py', 'invalid_request', 'self')
10696 ('/lib/ansible/utils/jsonrpc.py', 'invalid_params', 'self')
10697 ('/lib/ansible/utils/jsonrpc.py', 'internal_error', 'self')
10698 ('/lib/ansible/utils/cmd_functions.py', 'run_cmd', 'rpipes')
10699 ('/lib/ansible/utils/cmd_functions.py', 'run_cmd', 'run_cmd_ret')
10700 ('/lib/ansible/utils/path.py', 'is_subpath', 'test')
10701 ('/lib/ansible/utils/path.py', 'is_subpath', 'is_subpath_ret')
10702 ('/lib/ansible/utils/helpers.py', 'object_to_dict', 'exclude')
10703 ('/lib/ansible/utils/helpers.py', 'object_to_dict', 'object_to_dict_ret')
10704 ('/lib/ansible/utils/collection_loader/_collection_meta.py', '_meta_yml_to_dict', 'routing_dict')
10705 ('/lib/ansible/utils/collection_loader/_collection_meta.py', '_meta_yml_to_dict', '_meta_yml_to_dict_ret')
10706 ('/lib/ansible/utils/collection_loader/_collection_config.py', '__iadd__', 'self')
10707 ('/lib/ansible/utils/collection_loader/_collection_config.py', '__iadd__', '__iadd___ret')
10708 ('/lib/ansible/utils/collection_loader/_collection_config.py', '__isub__', 'self')
10709 ('/lib/ansible/utils/collection_loader/_collection_config.py', '__isub__', '__isub___ret')
10710 ('/lib/ansible/utils/collection_loader/_collection_finder.py', '_ansible_collection_path_hook', 'self')
10711 ('/lib/ansible/utils/collection_loader/_collection_finder.py', '_get_filefinder_path_hook', 'self')
10712 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'iter_modules', 'self')
10713 ('/lib/ansible/utils/collection_loader/_collection_finder.py', '__repr__', 'self')
10714 ('/lib/ansible/utils/collection_loader/_collection_finder.py', '__repr__', '__repr___ret')
10715 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'fqcr', 'self')
10716 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'from_fqcr', 'subdirs')
10717 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'from_fqcr', 'collection_name')
10718 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'legacy_plugin_dir_to_plugin_type', 'plugin_type')
10719 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'legacy_plugin_dir_to_plugin_type', 'legacy_plugin_dir_to_plugin_type_ret')
10720 ('/lib/ansible/utils/collection_loader/_collection_finder.py', 'is_valid_fqcr', 'is_valid_fqcr_ret')
10721 ('/lib/ansible/cli/console.py', 'get_names', 'self')
10722 ('/lib/ansible/cli/console.py', 'cmdloop', 'self')
10723 ('/lib/ansible/cli/console.py', 'set_prompt', 'self')
10724 ('/lib/ansible/cli/console.py', 'list_modules', 'self')
10725 ('/lib/ansible/cli/console.py', 'list_modules', 'modules')
10726 ('/lib/ansible/cli/console.py', 'list_modules', 'list_modules_ret')
10727 ('/lib/ansible/cli/console.py', '_find_modules_in_path', 'self')
10728 ('/lib/ansible/cli/console.py', '_find_modules_in_path', 'fullpath')
10729 ('/lib/ansible/cli/console.py', '_find_modules_in_path', 'module')
10730 ('/lib/ansible/cli/console.py', 'default', 'self')
10731 ('/lib/ansible/cli/console.py', 'default', 'default_ret')
10732 ('/lib/ansible/cli/console.py', 'default', 'module_args')
10733 ('/lib/ansible/cli/console.py', 'default', 'module')
10734 ('/lib/ansible/cli/console.py', 'default', 'check_raw')
10735 ('/lib/ansible/cli/console.py', 'default', 'play_ds')
10736 ('/lib/ansible/cli/console.py', 'default', 'cb')
10737 ('/lib/ansible/cli/console.py', 'emptyline', 'self')
10738 ('/lib/ansible/cli/console.py', 'do_shell', 'self')
10739 ('/lib/ansible/cli/console.py', 'do_forks', 'self')
10740 ('/lib/ansible/cli/console.py', 'do_forks', 'forks')
10741 ('/lib/ansible/cli/console.py', 'do_verbosity', 'self')
10742 ('/lib/ansible/cli/console.py', 'do_cd', 'self')
10743 ('/lib/ansible/cli/console.py', 'do_list', 'self')
10744 ('/lib/ansible/cli/console.py', 'do_become', 'self')
10745 ('/lib/ansible/cli/console.py', 'do_remote_user', 'self')
10746 ('/lib/ansible/cli/console.py', 'do_become_user', 'self')
10747 ('/lib/ansible/cli/console.py', 'do_become_method', 'self')
10748 ('/lib/ansible/cli/console.py', 'do_check', 'self')
10749 ('/lib/ansible/cli/console.py', 'do_diff', 'self')
10750 ('/lib/ansible/cli/console.py', 'do_exit', 'self')
10751 ('/lib/ansible/cli/console.py', 'complete_cd', 'self')
10752 ('/lib/ansible/cli/console.py', 'completedefault', 'self')
10753 ('/lib/ansible/cli/console.py', 'run', 'self')
10754 ('/lib/ansible/cli/console.py', 'run', 'histfile')
10755 ('/lib/ansible/cli/pull.py', '_get_inv_cli', 'inv_opts')
10756 ('/lib/ansible/cli/pull.py', '_get_inv_cli', '_get_inv_cli_ret')
10757 ('/lib/ansible/cli/pull.py', 'init_parser', 'self')
10758 ('/lib/ansible/cli/pull.py', 'post_process_args', 'self')
10759 ('/lib/ansible/cli/pull.py', 'run', 'self')
10760 ('/lib/ansible/cli/pull.py', 'run', 'base_opts')
10761 ('/lib/ansible/cli/pull.py', 'run', 'inv_opts')
10762 ('/lib/ansible/cli/pull.py', 'run', 'run_ret')
10763 ('/lib/ansible/cli/pull.py', 'try_playbook', 'try_playbook_ret')
10764 ('/lib/ansible/cli/pull.py', 'select_playbook', 'playbook')
10765 ('/lib/ansible/cli/pull.py', 'select_playbook', 'select_playbook_ret')
10766 ('/lib/ansible/cli/pull.py', 'select_playbook', 'hostpb')
10767 ('/lib/ansible/cli/pull.py', 'select_playbook', 'shorthostpb')
10768 ('/lib/ansible/cli/pull.py', 'select_playbook', 'localpb')
10769 ('/lib/ansible/cli/pull.py', 'select_playbook', 'errors')
10770 ('/lib/ansible/cli/config.py', '__init__', 'self')
10771 ('/lib/ansible/cli/config.py', 'init_parser', 'self')
10772 ('/lib/ansible/cli/config.py', 'post_process_args', 'self')
10773 ('/lib/ansible/cli/config.py', 'run', 'self')
10774 ('/lib/ansible/cli/config.py', 'execute_update', 'self')
10775 ('/lib/ansible/cli/config.py', 'execute_update', 'section')
10776 ('/lib/ansible/cli/config.py', 'execute_view', 'self')
10777 ('/lib/ansible/cli/config.py', 'execute_edit', 'self')
10778 ('/lib/ansible/cli/config.py', 'execute_list', 'self')
10779 ('/lib/ansible/cli/config.py', 'execute_dump', 'self')
10780 ('/lib/ansible/cli/config.py', 'execute_dump', 'text')
10781 ('/lib/ansible/cli/config.py', 'execute_dump', 'color')
10782 ('/lib/ansible/cli/playbook.py', 'run', 'self')
10783 ('/lib/ansible/cli/playbook.py', 'run', 'passwords')
10784 ('/lib/ansible/cli/playbook.py', 'run', 'b_playbook_dirs')
10785 ('/lib/ansible/cli/playbook.py', 'run', 'mytags')
10786 ('/lib/ansible/cli/playbook.py', 'run', 'playhosts')
10787 ('/lib/ansible/cli/playbook.py', 'run', 'all_tags')
10788 ('/lib/ansible/cli/playbook.py', 'run', 'taskmsg')
10789 ('/lib/ansible/cli/playbook.py', 'run', 'cur_tags')
10790 ('/lib/ansible/cli/playbook.py', 'run', 'run_ret')
10791 ('/lib/ansible/cli/galaxy.py', '_get_skeleton_galaxy_yml', 'required_config')
10792 ('/lib/ansible/cli/galaxy.py', '_get_skeleton_galaxy_yml', 'optional_config')
10793 ('/lib/ansible/cli/galaxy.py', '_get_skeleton_galaxy_yml', 'value')
10794 ('/lib/ansible/cli/galaxy.py', 'execute_role', 'self')
10795 ('/lib/ansible/cli/galaxy.py', 'execute_collection', 'self')
10796 ('/lib/ansible/cli/galaxy.py', 'execute_build', 'self')
10797 ('/lib/ansible/cli/galaxy.py', 'execute_download', 'self')
10798 ('/lib/ansible/cli/galaxy.py', 'execute_download', 'execute_download_ret')
10799 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'self')
10800 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'inject_data')
10801 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'obj_path')
10802 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'own_skeleton')
10803 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'skeleton_ignore_expressions')
10804 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'in_templates_dir')
10805 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'src_template')
10806 ('/lib/ansible/cli/galaxy.py', 'execute_init', 'dest_file')
10807 ('/lib/ansible/cli/galaxy.py', 'execute_info', 'self')
10808 ('/lib/ansible/cli/galaxy.py', 'execute_info', 'data')
10809 ('/lib/ansible/cli/galaxy.py', 'execute_info', 'role_info')
10810 ('/lib/ansible/cli/galaxy.py', 'execute_verify', 'self')
10811 ('/lib/ansible/cli/galaxy.py', 'execute_verify', 'execute_verify_ret')
10812 ('/lib/ansible/cli/galaxy.py', 'execute_install', 'self')
10813 ('/lib/ansible/cli/galaxy.py', 'execute_install', 'collection_requirements')
10814 ('/lib/ansible/cli/galaxy.py', 'execute_install', 'role_requirements')
10815 ('/lib/ansible/cli/galaxy.py', '_execute_install_collection', 'self')
10816 ('/lib/ansible/cli/galaxy.py', '_execute_install_collection', '_execute_install_collection_ret')
10817 ('/lib/ansible/cli/galaxy.py', '_execute_install_role', 'self')
10818 ('/lib/ansible/cli/galaxy.py', '_execute_install_role', '_execute_install_role_ret')
10819 ('/lib/ansible/cli/galaxy.py', 'execute_remove', 'self')
10820 ('/lib/ansible/cli/galaxy.py', 'execute_remove', 'execute_remove_ret')
10821 ('/lib/ansible/cli/galaxy.py', 'execute_publish', 'self')
10822 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'self')
10823 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'page_size')
10824 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'search')
10825 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'execute_search_ret')
10826 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'data')
10827 ('/lib/ansible/cli/galaxy.py', 'execute_search', 'max_len')
10828 ('/lib/ansible/cli/galaxy.py', 'execute_login', 'self')
10829 ('/lib/ansible/cli/galaxy.py', 'execute_login', 'execute_login_ret')
10830 ('/lib/ansible/cli/galaxy.py', 'execute_import', 'self')
10831 ('/lib/ansible/cli/galaxy.py', 'execute_import', 'colors')
10832 ('/lib/ansible/cli/galaxy.py', 'execute_import', 'execute_import_ret')
10833 ('/lib/ansible/cli/galaxy.py', 'execute_import', 'msg_list')
10834 ('/lib/ansible/cli/galaxy.py', 'execute_import', 'finished')
10835 ('/lib/ansible/cli/galaxy.py', 'execute_setup', 'self')
10836 ('/lib/ansible/cli/galaxy.py', 'execute_setup', 'execute_setup_ret')
10837 ('/lib/ansible/cli/galaxy.py', 'execute_delete', 'self')
10838 ('/lib/ansible/cli/galaxy.py', 'execute_delete', 'execute_delete_ret')
10839 ('/lib/ansible/cli/__init__.py', 'split_vault_id', 'split_vault_id_ret')
10840 ('/lib/ansible/cli/__init__.py', 'split_vault_id', 'ret')
10841 ('/lib/ansible/cli/__init__.py', 'version_info', 'version_info_ret')
10842 ('/lib/ansible/cli/vault.py', 'execute_encrypt', 'self')
10843 ('/lib/ansible/cli/vault.py', 'format_ciphertext_yaml', 'block_format_var_name')
10844 ('/lib/ansible/cli/vault.py', 'format_ciphertext_yaml', 'lines')
10845 ('/lib/ansible/cli/vault.py', 'format_ciphertext_yaml', 'yaml_ciphertext')
10846 ('/lib/ansible/cli/vault.py', 'format_ciphertext_yaml', 'format_ciphertext_yaml_ret')
10847 ('/lib/ansible/cli/vault.py', 'execute_encrypt_string', 'self')
10848 ('/lib/ansible/cli/vault.py', 'execute_encrypt_string', 'b_plaintext_list')
10849 ('/lib/ansible/cli/vault.py', 'execute_encrypt_string', 'msg')
10850 ('/lib/ansible/cli/vault.py', 'execute_encrypt_string', 'name_and_text_list')
10851 ('/lib/ansible/cli/vault.py', '_format_output_vault_strings', 'self')
10852 ('/lib/ansible/cli/vault.py', '_format_output_vault_strings', 'show_delimiter')
10853 ('/lib/ansible/cli/vault.py', '_format_output_vault_strings', 'output')
10854 ('/lib/ansible/cli/vault.py', '_format_output_vault_strings', '_format_output_vault_strings_ret')
10855 ('/lib/ansible/cli/vault.py', 'execute_decrypt', 'self')
10856 ('/lib/ansible/cli/vault.py', 'execute_create', 'self')
10857 ('/lib/ansible/cli/vault.py', 'execute_edit', 'self')
10858 ('/lib/ansible/cli/vault.py', 'execute_view', 'self')
10859 ('/lib/ansible/cli/vault.py', 'execute_rekey', 'self')
10860 ('/lib/ansible/cli/doc.py', '__init__', 'self')
10861 ('/lib/ansible/cli/doc.py', 'init_parser', 'self')
10862 ('/lib/ansible/cli/doc.py', 'init_parser', 'coll_filter')
10863 ('/lib/ansible/cli/doc.py', 'post_process_args', 'self')
10864 ('/lib/ansible/cli/doc.py', 'display_plugin_list', 'self')
10865 ('/lib/ansible/cli/doc.py', 'display_plugin_list', 'text')
10866 ('/lib/ansible/cli/doc.py', 'display_plugin_list', 'deprecated')
10867 ('/lib/ansible/cli/doc.py', 'run', 'self')
10868 ('/lib/ansible/cli/doc.py', 'run', 'plugin_data')
10869 ('/lib/ansible/cli/doc.py', 'run', 'plugin_docs')
10870 ('/lib/ansible/cli/doc.py', 'run', 'text')
10871 ('/lib/ansible/cli/doc.py', 'run', 'run_ret')
10872 ('/lib/ansible/cli/doc.py', 'get_all_plugins_of_type', 'plugin_list')
10873 ('/lib/ansible/cli/doc.py', 'get_plugin_metadata', 'get_plugin_metadata_ret')
10874 ('/lib/ansible/cli/doc.py', 'namespace_from_plugin_filepath', 'rel_path')
10875 ('/lib/ansible/cli/doc.py', 'namespace_from_plugin_filepath', 'clean_ns')
10876 ('/lib/ansible/cli/doc.py', 'namespace_from_plugin_filepath', 'namespace_from_plugin_filepath_ret')
10877 ('/lib/ansible/cli/doc.py', '_get_plugin_doc', '_get_plugin_doc_ret')
10878 ('/lib/ansible/cli/doc.py', 'find_plugins', 'plugin_list')
10879 ('/lib/ansible/cli/doc.py', 'find_plugins', 'find_plugins_ret')
10880 ('/lib/ansible/cli/doc.py', 'find_plugins', 'full_path')
10881 ('/lib/ansible/cli/doc.py', '_get_plugin_list_descriptions', 'self')
10882 ('/lib/ansible/cli/doc.py', '_get_plugin_list_descriptions', 'descs')
10883 ('/lib/ansible/cli/doc.py', '_get_plugin_list_descriptions', 'desc')
10884 ('/lib/ansible/cli/doc.py', '_get_plugin_list_descriptions', '_get_plugin_list_descriptions_ret')
10885 ('/lib/ansible/cli/doc.py', '_get_plugin_list_filenames', 'self')
10886 ('/lib/ansible/cli/doc.py', '_get_plugin_list_filenames', 'pfiles')
10887 ('/lib/ansible/cli/doc.py', '_get_plugin_list_filenames', '_get_plugin_list_filenames_ret')
10888 ('/lib/ansible/cli/doc.py', 'print_paths', 'ret')
10889 ('/lib/ansible/cli/doc.py', 'print_paths', 'print_paths_ret')
10890 ('/lib/ansible/cli/doc.py', 'get_snippet_text', 'text')
10891 ('/lib/ansible/cli/doc.py', 'get_snippet_text', 'pad')
10892 ('/lib/ansible/cli/doc.py', 'get_snippet_text', 'get_snippet_text_ret')
10893 ('/lib/ansible/cli/doc.py', 'add_fields', 'opt')
10894 ('/lib/ansible/cli/doc.py', 'add_fields', 'opt_leadin')
