0 ('/invoke/context.py', '_prefix_commands', '_prefix_commands_ret')
3094 ('/invoke/vendor/yaml3/nodes.py', 'ScalarNode_class_initializer', 'id')
3095 ('/invoke/vendor/yaml3/nodes.py', '__init__', 'flow_style')
3096 ('/invoke/vendor/yaml3/nodes.py', 'SequenceNode_class_initializer', 'id')
3097 ('/invoke/vendor/yaml3/nodes.py', 'MappingNode_class_initializer', 'id')
3098 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'self')
3099 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'scalar')
3100 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'empty')
3101 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'multiline')
3102 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_flow_plain')
3103 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_block_plain')
3104 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_single_quoted')
3105 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_double_quoted')
3106 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_block')
3107 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'stream')
3108 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'canonical')
3109 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'indent')
3110 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'width')
3111 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'allow_unicode')
3112 ('/invoke/vendor/yaml3/emitter.py', '__init__', 'line_break')
3113 ('/invoke/vendor/yaml3/emitter.py', 'dispose', 'self')
3114 ('/invoke/vendor/yaml3/emitter.py', 'emit', 'self')
3115 ('/invoke/vendor/yaml3/emitter.py', 'emit', 'event')
3116 ('/invoke/vendor/yaml3/emitter.py', 'need_more_events', 'self')
3117 ('/invoke/vendor/yaml3/emitter.py', 'need_more_events', 'event')
3118 ('/invoke/vendor/yaml3/emitter.py', 'need_events', 'self')
3119 ('/invoke/vendor/yaml3/emitter.py', 'need_events', 'count')
3120 ('/invoke/vendor/yaml3/emitter.py', 'need_events', 'level')
3121 ('/invoke/vendor/yaml3/emitter.py', 'need_events', 'event')
3122 ('/invoke/vendor/yaml3/emitter.py', 'increase_indent', 'self')
3123 ('/invoke/vendor/yaml3/emitter.py', 'increase_indent', 'flow')
3124 ('/invoke/vendor/yaml3/emitter.py', 'increase_indent', 'indentless')
3125 ('/invoke/vendor/yaml3/emitter.py', 'expect_stream_start', 'self')
3126 ('/invoke/vendor/yaml3/emitter.py', 'expect_first_document_start', 'self')
3127 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'self')
3128 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'first')
3129 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'version_text')
3130 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'handles')
3131 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'prefix')
3132 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'handle_text')
3133 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'prefix_text')
3134 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'handle')
3135 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_start', 'implicit')
3136 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_end', 'self')
3137 ('/invoke/vendor/yaml3/emitter.py', 'expect_document_root', 'self')
3138 ('/invoke/vendor/yaml3/emitter.py', 'expect_node', 'self')
3139 ('/invoke/vendor/yaml3/emitter.py', 'expect_node', 'root')
3140 ('/invoke/vendor/yaml3/emitter.py', 'expect_node', 'sequence')
3141 ('/invoke/vendor/yaml3/emitter.py', 'expect_node', 'mapping')
3142 ('/invoke/vendor/yaml3/emitter.py', 'expect_node', 'simple_key')
3143 ('/invoke/vendor/yaml3/emitter.py', 'expect_alias', 'self')
3144 ('/invoke/vendor/yaml3/emitter.py', 'expect_scalar', 'self')
3145 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_sequence', 'self')
3146 ('/invoke/vendor/yaml3/emitter.py', 'expect_first_flow_sequence_item', 'self')
3147 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_sequence_item', 'self')
3148 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_mapping', 'self')
3149 ('/invoke/vendor/yaml3/emitter.py', 'expect_first_flow_mapping_key', 'self')
3150 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_mapping_key', 'self')
3151 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_mapping_simple_value', 'self')
3152 ('/invoke/vendor/yaml3/emitter.py', 'expect_flow_mapping_value', 'self')
3153 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_sequence', 'self')
3154 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_sequence', 'indentless')
3155 ('/invoke/vendor/yaml3/emitter.py', 'expect_first_block_sequence_item', 'self')
3156 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_sequence_item', 'self')
3157 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_sequence_item', 'first')
3158 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_mapping', 'self')
3159 ('/invoke/vendor/yaml3/emitter.py', 'expect_first_block_mapping_key', 'self')
3160 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_mapping_key', 'self')
3161 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_mapping_key', 'first')
3162 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_mapping_simple_value', 'self')
3163 ('/invoke/vendor/yaml3/emitter.py', 'expect_block_mapping_value', 'self')
3164 ('/invoke/vendor/yaml3/emitter.py', 'check_empty_sequence', 'self')
3165 ('/invoke/vendor/yaml3/emitter.py', 'check_empty_mapping', 'self')
3166 ('/invoke/vendor/yaml3/emitter.py', 'check_empty_document', 'self')
3167 ('/invoke/vendor/yaml3/emitter.py', 'check_empty_document', 'event')
3168 ('/invoke/vendor/yaml3/emitter.py', 'check_simple_key', 'self')
3169 ('/invoke/vendor/yaml3/emitter.py', 'check_simple_key', 'length')
3170 ('/invoke/vendor/yaml3/emitter.py', 'process_anchor', 'self')
3171 ('/invoke/vendor/yaml3/emitter.py', 'process_anchor', 'indicator')
3172 ('/invoke/vendor/yaml3/emitter.py', 'process_tag', 'self')
3173 ('/invoke/vendor/yaml3/emitter.py', 'process_tag', 'tag')
3174 ('/invoke/vendor/yaml3/emitter.py', 'choose_scalar_style', 'self')
3175 ('/invoke/vendor/yaml3/emitter.py', 'process_scalar', 'self')
3176 ('/invoke/vendor/yaml3/emitter.py', 'process_scalar', 'split')
3177 ('/invoke/vendor/yaml3/emitter.py', 'prepare_version', 'self')
3178 ('/invoke/vendor/yaml3/emitter.py', 'prepare_version', 'version')
3179 ('/invoke/vendor/yaml3/emitter.py', 'prepare_version', 'major')
3180 ('/invoke/vendor/yaml3/emitter.py', 'prepare_version', 'minor')
3181 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_handle', 'self')
3182 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_handle', 'handle')
3183 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_handle', 'ch')
3184 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'self')
3185 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'prefix')
3186 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'chunks')
3187 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'start')
3188 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'end')
3189 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'ch')
3190 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag_prefix', 'data')
3191 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'self')
3192 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'tag')
3193 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'handle')
3194 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'suffix')
3195 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'prefixes')
3196 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'prefix')
3197 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'chunks')
3198 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'start')
3199 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'end')
3200 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'ch')
3201 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'data')
3202 ('/invoke/vendor/yaml3/emitter.py', 'prepare_tag', 'suffix_text')
3203 ('/invoke/vendor/yaml3/emitter.py', 'prepare_anchor', 'self')
3204 ('/invoke/vendor/yaml3/emitter.py', 'prepare_anchor', 'anchor')
3205 ('/invoke/vendor/yaml3/emitter.py', 'prepare_anchor', 'ch')
3206 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'self')
3207 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'scalar')
3208 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'block_indicators')
3209 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'flow_indicators')
3210 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'line_breaks')
3211 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'special_characters')
3212 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'leading_space')
3213 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'leading_break')
3214 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'trailing_space')
3215 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'trailing_break')
3216 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'break_space')
3217 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'space_break')
3218 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'preceeded_by_whitespace')
3219 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'followed_by_whitespace')
3220 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'previous_space')
3221 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'previous_break')
3222 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'index')
3223 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'ch')
3224 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'unicode_characters')
3225 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'allow_flow_plain')
3226 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'allow_block_plain')
3227 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'allow_single_quoted')
3228 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'allow_double_quoted')
3229 ('/invoke/vendor/yaml3/emitter.py', 'analyze_scalar', 'allow_block')
3230 ('/invoke/vendor/yaml3/emitter.py', 'flush_stream', 'self')
3231 ('/invoke/vendor/yaml3/emitter.py', 'write_stream_start', 'self')
3232 ('/invoke/vendor/yaml3/emitter.py', 'write_stream_end', 'self')
3233 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'self')
3234 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'indicator')
3235 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'need_whitespace')
3236 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'whitespace')
3237 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'indention')
3238 ('/invoke/vendor/yaml3/emitter.py', 'write_indicator', 'data')
3239 ('/invoke/vendor/yaml3/emitter.py', 'write_indent', 'self')
3240 ('/invoke/vendor/yaml3/emitter.py', 'write_indent', 'indent')
3241 ('/invoke/vendor/yaml3/emitter.py', 'write_indent', 'data')
3242 ('/invoke/vendor/yaml3/emitter.py', 'write_line_break', 'self')
3243 ('/invoke/vendor/yaml3/emitter.py', 'write_line_break', 'data')
3244 ('/invoke/vendor/yaml3/emitter.py', 'write_version_directive', 'self')
3245 ('/invoke/vendor/yaml3/emitter.py', 'write_version_directive', 'version_text')
3246 ('/invoke/vendor/yaml3/emitter.py', 'write_version_directive', 'data')
3247 ('/invoke/vendor/yaml3/emitter.py', 'write_tag_directive', 'self')
3248 ('/invoke/vendor/yaml3/emitter.py', 'write_tag_directive', 'handle_text')
3249 ('/invoke/vendor/yaml3/emitter.py', 'write_tag_directive', 'prefix_text')
3250 ('/invoke/vendor/yaml3/emitter.py', 'write_tag_directive', 'data')
3251 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'self')
3252 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'text')
3253 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'split')
3254 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'spaces')
3255 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'breaks')
3256 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'start')
3257 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'end')
3258 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'ch')
3259 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'data')
3260 ('/invoke/vendor/yaml3/emitter.py', 'write_single_quoted', 'br')
3261 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'self')
3262 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'text')
3263 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'split')
3264 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'start')
3265 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'end')
3266 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'ch')
3267 ('/invoke/vendor/yaml3/emitter.py', 'write_double_quoted', 'data')
3268 ('/invoke/vendor/yaml3/emitter.py', 'determine_block_hints', 'self')
3269 ('/invoke/vendor/yaml3/emitter.py', 'determine_block_hints', 'text')
3270 ('/invoke/vendor/yaml3/emitter.py', 'determine_block_hints', 'hints')
3271 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'self')
3272 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'text')
3273 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'hints')
3274 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'leading_space')
3275 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'spaces')
3276 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'breaks')
3277 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'start')
3278 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'end')
3279 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'ch')
3280 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'br')
3281 ('/invoke/vendor/yaml3/emitter.py', 'write_folded', 'data')
3282 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'self')
3283 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'text')
3284 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'hints')
3285 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'breaks')
3286 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'start')
3287 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'end')
3288 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'ch')
3289 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'br')
3290 ('/invoke/vendor/yaml3/emitter.py', 'write_literal', 'data')
3291 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'self')
3292 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'text')
3293 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'split')
3294 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'data')
3295 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'spaces')
3296 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'breaks')
3297 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'start')
3298 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'end')
3299 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'ch')
3300 ('/invoke/vendor/yaml3/emitter.py', 'write_plain', 'br')
3301 ('/invoke/vendor/yaml3/emitter.py', 'Emitter_class_initializer', 'DEFAULT_TAG_PREFIXES')
3302 ('/invoke/vendor/yaml3/emitter.py', 'Emitter_class_initializer', 'ESCAPE_REPLACEMENTS')
3303 ('/invoke/vendor/yaml3/emitter.py', 'module_initializer', '__all__')
3304 ('/invoke/vendor/lexicon/attribute_dict.py', '__getattr__', 'self')
3305 ('/invoke/vendor/lexicon/attribute_dict.py', '__getattr__', 'key')
3306 ('/invoke/vendor/lexicon/attribute_dict.py', '__setattr__', 'self')
3307 ('/invoke/vendor/lexicon/attribute_dict.py', '__setattr__', 'key')
3308 ('/invoke/vendor/lexicon/attribute_dict.py', '__setattr__', 'value')
3309 ('/invoke/vendor/lexicon/attribute_dict.py', '__delattr__', 'self')
3310 ('/invoke/vendor/lexicon/attribute_dict.py', '__delattr__', 'key')
3311 ('/invoke/vendor/lexicon/__init__.py', '__init__', 'self')
3312 ('/invoke/vendor/lexicon/__init__.py', '__init__', 'args')
3313 ('/invoke/vendor/lexicon/__init__.py', '__init__', 'kwargs')
3314 ('/invoke/vendor/lexicon/__init__.py', '__getattr__', 'self')
3315 ('/invoke/vendor/lexicon/__init__.py', '__getattr__', 'key')
3316 ('/invoke/vendor/lexicon/alias_dict.py', '__init__', 'self')
3317 ('/invoke/vendor/lexicon/alias_dict.py', '__init__', 'args')
3318 ('/invoke/vendor/lexicon/alias_dict.py', '__init__', 'kwargs')
3319 ('/invoke/vendor/lexicon/alias_dict.py', 'alias', 'self')
3320 ('/invoke/vendor/lexicon/alias_dict.py', 'alias', 'from_')
3321 ('/invoke/vendor/lexicon/alias_dict.py', 'alias', 'to')
3322 ('/invoke/vendor/lexicon/alias_dict.py', 'unalias', 'self')
3323 ('/invoke/vendor/lexicon/alias_dict.py', 'unalias', 'from_')
3324 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'self')
3325 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'name')
3326 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'names')
3327 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'key')
3328 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'k')
3329 ('/invoke/vendor/lexicon/alias_dict.py', 'aliases_of', 'v')
3330 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'self')
3331 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'key')
3332 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'value')
3333 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'single')
3334 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'multi')
3335 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'unaliased')
3336 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'target')
3337 ('/invoke/vendor/lexicon/alias_dict.py', '_handle', 'subkey')
3338 ('/invoke/vendor/lexicon/alias_dict.py', '_single', 'self')
3339 ('/invoke/vendor/lexicon/alias_dict.py', '_single', 'target')
3340 ('/invoke/vendor/lexicon/alias_dict.py', 'single', 'd')
3341 ('/invoke/vendor/lexicon/alias_dict.py', 'single', 'target')
3342 ('/invoke/vendor/lexicon/alias_dict.py', 'single', 'value')
3343 ('/invoke/vendor/lexicon/alias_dict.py', 'unaliased', 'd')
3344 ('/invoke/vendor/lexicon/alias_dict.py', 'unaliased', 'key')
3345 ('/invoke/vendor/lexicon/alias_dict.py', 'unaliased', 'value')
3346 ('/invoke/vendor/lexicon/alias_dict.py', '__setitem__', 'self')
3347 ('/invoke/vendor/lexicon/alias_dict.py', '__setitem__', 'key')
3348 ('/invoke/vendor/lexicon/alias_dict.py', '__setitem__', 'value')
3349 ('/invoke/vendor/lexicon/alias_dict.py', '__getitem__', 'self')
3350 ('/invoke/vendor/lexicon/alias_dict.py', '__getitem__', 'key')
3351 ('/invoke/vendor/lexicon/alias_dict.py', 'multi', 'd')
3352 ('/invoke/vendor/lexicon/alias_dict.py', 'multi', 'target')
3353 ('/invoke/vendor/lexicon/alias_dict.py', 'multi', 'value')
3354 ('/invoke/vendor/lexicon/alias_dict.py', '__contains__', 'self')
3355 ('/invoke/vendor/lexicon/alias_dict.py', '__contains__', 'key')
3356 ('/invoke/vendor/lexicon/alias_dict.py', '__delitem__', 'self')
3357 ('/invoke/vendor/lexicon/alias_dict.py', '__delitem__', 'key')
3358 ('/sites/shared_conf.py', 'module_initializer', 'html_theme_path')
3359 ('/sites/shared_conf.py', 'module_initializer', 'extensions')
3360 ('/sites/shared_conf.py', 'module_initializer', 'html_theme')
3361 ('/sites/shared_conf.py', 'module_initializer', 'html_theme_options')
3362 ('/sites/shared_conf.py', 'module_initializer', 'html_sidebars')
3363 ('/sites/shared_conf.py', 'module_initializer', 'intersphinx_mapping')
3364 ('/sites/shared_conf.py', 'module_initializer', 'doctest_path')
3365 ('/sites/shared_conf.py', 'module_initializer', 'doctest_global_setup')
3366 ('/sites/shared_conf.py', 'module_initializer', 'project')
3367 ('/sites/shared_conf.py', 'module_initializer', 'year')
3368 ('/sites/shared_conf.py', 'module_initializer', 'copyright')
3369 ('/sites/shared_conf.py', 'module_initializer', 'master_doc')
3370 ('/sites/shared_conf.py', 'module_initializer', 'templates_path')
3371 ('/sites/shared_conf.py', 'module_initializer', 'exclude_trees')
3372 ('/sites/shared_conf.py', 'module_initializer', 'source_suffix')
